Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/runner/work/future/future/workspaces/glasshouse-terminus/output/g4-coast-r06-checked/g4-full-scene-candidate.blend"
Fra:451 Mem:625.13M (Peak 852.57M) | Time:00:02.88 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | QA_sky_key
Fra:451 Mem:751.84M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.044
Fra:451 Mem:751.88M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.108
Fra:451 Mem:751.92M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.041
Fra:451 Mem:751.95M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.071
Fra:451 Mem:751.99M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.021
Fra:451 Mem:752.00M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.018
Fra:451 Mem:752.01M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.022
Fra:451 Mem:752.05M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.013
Fra:451 Mem:752.06M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.001
Fra:451 Mem:752.06M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.047
Fra:451 Mem:752.07M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.140
Fra:451 Mem:752.11M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.035
Fra:451 Mem:752.14M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.012
Fra:451 Mem:752.18M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.104
Fra:451 Mem:752.22M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.142
Fra:451 Mem:752.26M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.055
Fra:451 Mem:752.29M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.082
Fra:451 Mem:752.33M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.121
Fra:451 Mem:752.36M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.105
Fra:451 Mem:752.39M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.010
Fra:451 Mem:752.39M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.015
Fra:451 Mem:752.40M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.056
Fra:451 Mem:752.41M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.018
Fra:451 Mem:752.43M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.059
Fra:451 Mem:752.46M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.022
Fra:451 Mem:752.47M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.027
Fra:451 Mem:752.50M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.058
Fra:451 Mem:752.52M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.065
Fra:451 Mem:752.55M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.100
Fra:451 Mem:752.58M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.116
Fra:451 Mem:752.60M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.031
Fra:451 Mem:752.61M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.004
Fra:451 Mem:752.64M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.093
Fra:451 Mem:752.66M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.102
Fra:451 Mem:752.69M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.080
Fra:451 Mem:752.72M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Buffer_stop_brace
Fra:451 Mem:752.73M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Continuous_bridge_trackbed
Fra:451 Mem:752.95M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.020
Fra:451 Mem:752.99M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.031
Fra:451 Mem:753.03M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.078
Fra:451 Mem:753.07M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.118
Fra:451 Mem:753.10M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.057
Fra:451 Mem:753.14M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.095
Fra:451 Mem:753.18M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.127
Fra:451 Mem:753.21M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.136
Fra:451 Mem:753.25M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.034
Fra:451 Mem:753.26M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.015
Fra:451 Mem:753.30M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.007
Fra:451 Mem:753.34M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.148
Fra:451 Mem:753.38M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.145
Fra:451 Mem:753.41M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.044
Fra:451 Mem:753.42M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Buffer_stop_brace.001
Fra:451 Mem:753.43M (Peak 852.57M) | Time:00:03.10 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.138
Fra:451 Mem:753.46M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.023
Fra:451 Mem:753.50M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.039
Fra:451 Mem:753.53M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.061
Fra:451 Mem:753.57M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.017
Fra:451 Mem:753.57M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.001
Fra:451 Mem:753.61M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.049
Fra:451 Mem:753.64M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.002
Fra:451 Mem:753.65M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.054
Fra:451 Mem:753.68M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.075
Fra:451 Mem:753.72M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.130
Fra:451 Mem:753.75M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.033
Fra:451 Mem:753.76M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.041
Fra:451 Mem:753.77M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.042
Fra:451 Mem:753.78M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.056
Fra:451 Mem:753.81M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.126
Fra:451 Mem:753.84M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.005
Fra:451 Mem:753.87M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.006
Fra:451 Mem:753.88M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.051
Fra:451 Mem:753.89M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.083
Fra:451 Mem:753.92M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.132
Fra:451 Mem:753.95M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.024
Fra:451 Mem:753.96M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Running_rail
Fra:451 Mem:754.73M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_arch_spandrel.003
Fra:451 Mem:754.76M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_arch_spandrel.005
Fra:451 Mem:754.79M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Track_sleeper.112
Fra:451 Mem:754.82M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Bridge_guard_post.009
Fra:451 Mem:754.83M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_00
Fra:451 Mem:754.86M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_01
Fra:451 Mem:754.89M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_02
Fra:451 Mem:754.92M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_03
Fra:451 Mem:754.95M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_04
Fra:451 Mem:754.98M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_05
Fra:451 Mem:755.01M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Viaduct_bearing_cap_G2R01_06
Fra:451 Mem:755.04M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.132
Fra:451 Mem:755.04M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_glazing_mullion.010
Fra:451 Mem:755.07M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ridge_vent_stanchion.008
Fra:451 Mem:755.08M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_stone_sill.040
Fra:451 Mem:755.11M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.133
Fra:451 Mem:755.14M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Column_capital.008
Fra:451 Mem:755.16M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.273
Fra:451 Mem:755.17M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.019
Fra:451 Mem:755.20M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.222
Fra:451 Mem:755.20M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.057
Fra:451 Mem:755.21M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.033
Fra:451 Mem:755.16M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.027
Fra:451 Mem:755.17M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.043
Fra:451 Mem:755.17M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.107
Fra:451 Mem:755.18M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.063
Fra:451 Mem:755.21M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Column_base_plinth.007
Fra:451 Mem:755.24M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.008
Fra:451 Mem:755.24M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | End_wall_glazing.003
Fra:451 Mem:755.25M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.200
Fra:451 Mem:755.25M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.102
Fra:451 Mem:755.25M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.046
Fra:451 Mem:755.25M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.133
Fra:451 Mem:755.26M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.188
Fra:451 Mem:755.29M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Column_base_plinth.009
Fra:451 Mem:755.32M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.274
Fra:451 Mem:755.32M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.223
Fra:451 Mem:755.33M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Secondary_glazing_rib.023
Fra:451 Mem:755.42M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.044
Fra:451 Mem:755.43M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.108
Fra:451 Mem:755.43M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.028
Fra:451 Mem:755.44M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | End_wall_mullion.010
Fra:451 Mem:755.47M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_stone_sill.039
Fra:451 Mem:755.50M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.009
Fra:451 Mem:755.51M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Column_base_plinth.016
Fra:451 Mem:755.54M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.201
Fra:451 Mem:755.54M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.027
Fra:451 Mem:755.54M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.047
Fra:451 Mem:755.55M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.134
Fra:451 Mem:755.55M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.110
Fra:451 Mem:755.58M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Ridge_vent_stanchion.009
Fra:451 Mem:755.58M (Peak 852.57M) | Time:00:03.11 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_stone_sill.038
Fra:451 Mem:755.61M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.275
Fra:451 Mem:755.62M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Load_column.009
Fra:451 Mem:755.62M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_stone_sill.023
Fra:451 Mem:755.65M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.014
Fra:451 Mem:755.68M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.090
Fra:451 Mem:755.70M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.224
Fra:451 Mem:755.71M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.082
Fra:451 Mem:755.74M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.155
Fra:451 Mem:755.77M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.029
Fra:451 Mem:755.78M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.045
Fra:451 Mem:755.79M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.109
Fra:451 Mem:755.79M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_door_stile.002
Fra:451 Mem:755.82M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.078
Fra:451 Mem:755.82M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_glazing_mullion.043
Fra:451 Mem:755.85M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.376
Fra:451 Mem:755.86M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.010
Fra:451 Mem:755.86M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Hall_door_rail.001
Fra:451 Mem:755.89M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.202
Fra:451 Mem:755.90M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.135
Fra:451 Mem:755.90M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | End_wall_glazing.008
Fra:451 Mem:755.91M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Side_wall_glass.076
Fra:451 Mem:755.91M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Longitudinal_roof_purlin
Fra:451 Mem:755.94M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.225
Fra:451 Mem:755.94M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.121
Fra:451 Mem:755.97M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.030
Fra:451 Mem:755.98M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.046
Fra:451 Mem:755.98M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.110
Fra:451 Mem:755.99M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | End_wall_mullion.019
Fra:451 Mem:756.02M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Wall_transom.101
Fra:451 Mem:756.04M (Peak 852.57M) | Time:00:03.12 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Curved_roof_glazing.011
